location,scene
"Jabu Jabus Belly Wiggler Platforms Octorok","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Before Boss Biri 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Before Boss Biri 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Before Boss Biri 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Before Boss Biri 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Before Boss Biri 5","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Barinade Pot 1","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Pot 2","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Pot 3","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Pot 4","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Pot 5","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Pot 6","OOT_LAIR_BARINADE"
"Jabu Jabus Belly Barinade Heart","OOT_LAIR_BARINADE"
"Bottom of the Well Front Left Fake Wall Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Front Center Bombable Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Back Left Bombable Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Underwater Left Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Freestanding Key","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Compass Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Skulltula Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Right Bottom Fake Wall Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Like Like Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Map Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Underwater Front Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Invisible Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Lens of Truth Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well GS West Inner Room","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well GS East Inner Room","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well GS Like Like Cage","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Pit Fall Blue Rupee 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Pit Fall Blue Rupee 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Pit Fall Blue Rupee 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Pit Fall Blue Rupee 4","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Pit Fall Blue Rupee 5","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Coffin Recovery Heart 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Coffin Recovery Heart 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Left Side Pot 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Left Side Pot 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Left Side Pot 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Near Entrance Pot 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Near Entrance Pot 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Underwater Pot","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 4","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 5","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 6","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 7","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 8","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 9","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 10","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 11","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Pot 12","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese Pot","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well West Inner Room Flying Pot 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well West Inner Room Flying Pot 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well West Inner Room Flying Pot 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Silver Rupee Wood Beam Front","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Silver Rupee Wood Beam Back","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Silver Rupee Ladders Bottom","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Silver Rupee Ladders Middle","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Silver Rupee Ladders Top","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 4","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 5","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 6","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 7","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 8","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Behind Rock Grass 9","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Grass 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Grass 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement Grass 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Left Side Skulltula","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Entryway Skulltula","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Inside Gate Skulltula","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Before Dead Hand Skulltula","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Center Room Wallmaster","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Like Like","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Patrolling Green Bubble","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement ReDead Near Water","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Basement ReDead Near Chest","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Coffin Room Gibdo","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Fire Keese Beamos","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Dead Hand","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well East Inner Room Keese 1","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well East Inner Room Keese 2","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well East Inner Room Keese 3","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well East Inner Room Keese 4","OOT_BOTTOM_OF_THE_WELL"
"Bottom of the Well Suns Song Fairy","OOT_BOTTOM_OF_THE_WELL"
"Forest Temple First Room Chest","OOT_TEMPLE_FOREST"
"Forest Temple First Stalfos Chest","OOT_TEMPLE_FOREST"
"Forest Temple Raised Island Courtyard Chest","OOT_TEMPLE_FOREST"
"Forest Temple Map Chest","OOT_TEMPLE_FOREST"
"Forest Temple Well Chest","OOT_TEMPLE_FOREST"
"Forest Temple Eye Switch Chest","OOT_TEMPLE_FOREST"
"Forest Temple Boss Key Chest","OOT_TEMPLE_FOREST"
"Forest Temple Floormaster Chest","OOT_TEMPLE_FOREST"
"Forest Temple Red Poe Chest","OOT_TEMPLE_FOREST"
"Forest Temple Bow Chest","OOT_TEMPLE_FOREST"
"Forest Temple Blue Poe Chest","OOT_TEMPLE_FOREST"
"Forest Temple Falling Ceiling Room Chest","OOT_TEMPLE_FOREST"
"Forest Temple Basement Chest","OOT_TEMPLE_FOREST"
"Forest Temple GS First Room","OOT_TEMPLE_FOREST"
"Forest Temple GS Lobby","OOT_TEMPLE_FOREST"
"Forest Temple GS Raised Island Courtyard","OOT_TEMPLE_FOREST"
"Forest Temple GS Level Island Courtyard","OOT_TEMPLE_FOREST"
"Forest Temple GS Basement","OOT_TEMPLE_FOREST"
"Forest Temple Courtyard Recovery Heart 1","OOT_TEMPLE_FOREST"
"Forest Temple Courtyard Recovery Heart 2","OOT_TEMPLE_FOREST"
"Forest Temple Well Recovery Heart 1","OOT_TEMPLE_FOREST"
"Forest Temple Well Recovery Heart 2","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Right Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Right Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Right Pot 3","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Left Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Left Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Center Room Left Pot 3","OOT_TEMPLE_FOREST"
"Forest Temple Lower Stalfos Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Lower Stalfos Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pot 3","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pot 4","OOT_TEMPLE_FOREST"
"Forest Temple Blue Poe Room Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Blue Poe Room Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Blue Poe Room Pot 3","OOT_TEMPLE_FOREST"
"Forest Temple Frozen Eye Switch Room Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Frozen Eye Switch Room Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple Green Poe Room Pot 1","OOT_TEMPLE_FOREST"
"Forest Temple Green Poe Room Pot 2","OOT_TEMPLE_FOREST"
"Forest Temple First Room Wolfos 1","OOT_TEMPLE_FOREST"
"Forest Temple First Room Wolfos 2","OOT_TEMPLE_FOREST"
"Forest Temple First Hallway Skulltula","OOT_TEMPLE_FOREST"
"Forest Temple Before Lower Stalfos Hallway Blue Bubble","OOT_TEMPLE_FOREST"
"Forest Temple Lower Stalfos 1","OOT_TEMPLE_FOREST"
"Forest Temple Lower Stalfos 2","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos 1","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pair 1","OOT_TEMPLE_FOREST"
"Forest Temple Upper Stalfos Pair 2","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Octorok","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Skullwalltula Lower","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Skullwalltula Middle","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Skullwalltula Upper","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Lower Deku Baba","OOT_TEMPLE_FOREST"
"Forest Temple Map Chest Blue Bubble","OOT_TEMPLE_FOREST"
"Forest Temple Raised Island Courtyard Skullwalltula","OOT_TEMPLE_FOREST"
"Forest Temple Raised Island Courtyard Upper Deku Baba","OOT_TEMPLE_FOREST"
"Forest Temple Raised Island Courtyard Octorok","OOT_TEMPLE_FOREST"
"Forest Temple Raised Island Courtyard Lower Deku Baba","OOT_TEMPLE_FOREST"
"Forest Temple After First Locked Door Skulltula","OOT_TEMPLE_FOREST"
"Forest Temple Block Push Room Lower Blue Bubble","OOT_TEMPLE_FOREST"
"Forest Temple Block Push Room Upper Blue Bubble 1","OOT_TEMPLE_FOREST"
"Forest Temple Block Push Room Upper Blue Bubble 2","OOT_TEMPLE_FOREST"
"Forest Temple Level Island Courtyard Upper Deku Baba","OOT_TEMPLE_FOREST"
"Forest Temple Floormaster","OOT_TEMPLE_FOREST"
"Forest Temple Bubble Room Blue Bubble 1","OOT_TEMPLE_FOREST"
"Forest Temple Bubble Room Blue Bubble 2","OOT_TEMPLE_FOREST"
"Forest Temple First Twisted Hallway Wallmaster","OOT_TEMPLE_FOREST"
"Forest Temple Second Twisted Hallway Green Bubble 1","OOT_TEMPLE_FOREST"
"Forest Temple Second Twisted Hallway Green Bubble 2","OOT_TEMPLE_FOREST"
"Forest Temple Second Twisted Hallway Wallmaster","OOT_TEMPLE_FOREST"
"Forest Temple Falling Ceiling Room Skulltula 1","OOT_TEMPLE_FOREST"
"Forest Temple Falling Ceiling Room Skulltula 2","OOT_TEMPLE_FOREST"
"Forest Temple Falling Ceiling Room Skulltula 3","OOT_TEMPLE_FOREST"
"Forest Temple After Green Poe Hallway Skulltula","OOT_TEMPLE_FOREST"
"Forest Temple Basement Skulltula","OOT_TEMPLE_FOREST"
"Forest Temple Phantom Ganon Heart","OOT_LAIR_PHANTOM_GANON"
"Fire Temple Near Boss Chest","OOT_TEMPLE_FIRE"
"Fire Temple Flare Dancer Chest","OOT_TEMPLE_FIRE"
"Fire Temple Boss Key Chest","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Lower Open Door Chest","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Blocked Door Chest","OOT_TEMPLE_FIRE"
"Fire Temple Boulder Maze Lower Chest","OOT_TEMPLE_FIRE"
"Fire Temple Boulder Maze Side Room Chest","OOT_TEMPLE_FIRE"
"Fire Temple Map Chest","OOT_TEMPLE_FIRE"
"Fire Temple Boulder Maze Shortcut Chest","OOT_TEMPLE_FIRE"
"Fire Temple Boulder Maze Upper Chest","OOT_TEMPLE_FIRE"
"Fire Temple Scarecrow Chest","OOT_TEMPLE_FIRE"
"Fire Temple Compass Chest","OOT_TEMPLE_FIRE"
"Fire Temple Megaton Hammer Chest","OOT_TEMPLE_FIRE"
"Fire Temple Highest Goron Chest","OOT_TEMPLE_FIRE"
"Fire Temple GS Boss Key Loop","OOT_TEMPLE_FIRE"
"Fire Temple GS Song of Time Room","OOT_TEMPLE_FIRE"
"Fire Temple GS Boulder Maze","OOT_TEMPLE_FIRE"
"Fire Temple GS Scarecrow Climb","OOT_TEMPLE_FIRE"
"Fire Temple GS Scarecrow Top","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Recovery Heart 1","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Recovery Heart 2","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Recovery Heart 3","OOT_TEMPLE_FIRE"
"Fire Temple Narrow Path Room Recovery Heart 1","OOT_TEMPLE_FIRE"
"Fire Temple Narrow Path Room Recovery Heart 2","OOT_TEMPLE_FIRE"
"Fire Temple Narrow Path Room Recovery Heart 3","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Recovery Heart 1","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Recovery Heart 2","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Recovery Heart 3","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Pot 1","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Pot 2","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Pot 3","OOT_TEMPLE_FIRE"
"Fire Temple Near Boss Pot 1","OOT_TEMPLE_FIRE"
"Fire Temple Near Boss Pot 2","OOT_TEMPLE_FIRE"
"Fire Temple Near Boss Pot 3","OOT_TEMPLE_FIRE"
"Fire Temple Near Boss Pot 4","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Pot 1","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Pot 2","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Pot 3","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Pot 4","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Left Side Pot 1","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Left Side Pot 2","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Left Side Pot 3","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Left Side Pot 4","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Small Wooden Crate 1","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Small Wooden Crate 2","OOT_TEMPLE_FIRE"
"Fire Temple Lobby Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Lobby Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Keese 3","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Keese 4","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 1","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 2","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 3","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 4","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 5","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 6","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 7","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 8","OOT_TEMPLE_FIRE"
"Fire Temple Big Lava Room Red Bubble 9","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Like Like","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 1","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 2","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 3","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 4","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 5","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 6","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 7","OOT_TEMPLE_FIRE"
"Fire Temple Song of Time Room Flying Floor Tile 8","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Keese 3","OOT_TEMPLE_FIRE"
"Fire Temple Elevator Room Keese 4","OOT_TEMPLE_FIRE"
"Fire Temple Shortcut Room Lower Torch Slug","OOT_TEMPLE_FIRE"
"Fire Temple Shortcut Room Upper Torch Slug","OOT_TEMPLE_FIRE"
"Fire Temple Upper Boulder Maze Torch Slug 1","OOT_TEMPLE_FIRE"
"Fire Temple Upper Boulder Maze Torch Slug 2","OOT_TEMPLE_FIRE"
"Fire Temple Upper Boulder Maze Torch Slug 3","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Red Bubble 1","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Red Bubble 2","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Red Bubble 3","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Red Bubble 4","OOT_TEMPLE_FIRE"
"Fire Temple Moving Fire Room Red Bubble 5","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Right Side Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Flame Maze Left Side Keese","OOT_TEMPLE_FIRE"
"Fire Temple Upper Flare Dancer","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Chest Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Chest Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Chest Keese 3","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Keese 3","OOT_TEMPLE_FIRE"
"Fire Temple Hammer Staircase Keese 4","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Keese 1","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Keese 2","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Keese 3","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Torch Slug 1","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Torch Slug 2","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Torch Slug 3","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Torch Slug 4","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Like Like","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Flying Floor Tile 1","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Flying Floor Tile 2","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Flying Floor Tile 3","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Flying Floor Tile 4","OOT_TEMPLE_FIRE"
"Fire Temple Before Lower Flare Dancer Flying Floor Tile 5","OOT_TEMPLE_FIRE"
"Fire Temple Lower Flare Dancer","OOT_TEMPLE_FIRE"
"Fire Temple Volvagia Heart","OOT_LAIR_VOLVAGIA"
"Water Temple Compass Chest","OOT_TEMPLE_WATER"
"Water Temple Map Chest","OOT_TEMPLE_WATER"
"Water Temple Cracked Wall Chest","OOT_TEMPLE_WATER"
"Water Temple Torches Chest","OOT_TEMPLE_WATER"
"Water Temple Boss Key Chest","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Chest","OOT_TEMPLE_WATER"
"Water Temple Central Bow Target Chest","OOT_TEMPLE_WATER"
"Water Temple Longshot Chest","OOT_TEMPLE_WATER"
"Water Temple River Chest","OOT_TEMPLE_WATER"
"Water Temple Dragon Chest","OOT_TEMPLE_WATER"
"Water Temple GS Behind Gate","OOT_TEMPLE_WATER"
"Water Temple GS Near Boss Key Chest","OOT_TEMPLE_WATER"
"Water Temple GS Central Pillar","OOT_TEMPLE_WATER"
"Water Temple GS Falling Platform Room","OOT_TEMPLE_WATER"
"Water Temple GS River","OOT_TEMPLE_WATER"
"Water Temple River Recovery Heart 1","OOT_TEMPLE_WATER"
"Water Temple River Recovery Heart 2","OOT_TEMPLE_WATER"
"Water Temple River Recovery Heart 3","OOT_TEMPLE_WATER"
"Water Temple River Recovery Heart 4","OOT_TEMPLE_WATER"
"Water Temple Main Room L2 Pot 1","OOT_TEMPLE_WATER"
"Water Temple Main Room L2 Pot 2","OOT_TEMPLE_WATER"
"Water Temple Near Boss Pot 1","OOT_TEMPLE_WATER"
"Water Temple Near Boss Pot 2","OOT_TEMPLE_WATER"
"Water Temple Behind Gate Pot 1","OOT_TEMPLE_WATER"
"Water Temple Behind Gate Pot 2","OOT_TEMPLE_WATER"
"Water Temple Behind Gate Pot 3","OOT_TEMPLE_WATER"
"Water Temple Behind Gate Pot 4","OOT_TEMPLE_WATER"
"Water Temple Near Compass Pot 1","OOT_TEMPLE_WATER"
"Water Temple Near Compass Pot 2","OOT_TEMPLE_WATER"
"Water Temple Near Compass Pot 3","OOT_TEMPLE_WATER"
"Water Temple Like Like Pot 1","OOT_TEMPLE_WATER"
"Water Temple Like Like Pot 2","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Pot 1","OOT_TEMPLE_WATER"
"Water Temple North Basement Block Puzzle Pot 2","OOT_TEMPLE_WATER"
"Water Temple Boss Key Pot 1","OOT_TEMPLE_WATER"
"Water Temple Boss Key Pot 2","OOT_TEMPLE_WATER"
"Water Temple L1 Torch Pot 1","OOT_TEMPLE_WATER"
"Water Temple L1 Torch Pot 2","OOT_TEMPLE_WATER"
"Water Temple River Pot 1","OOT_TEMPLE_WATER"
"Water Temple River Pot 2","OOT_TEMPLE_WATER"
"Water Temple Central Bow Target Pot 1","OOT_TEMPLE_WATER"
"Water Temple Central Bow Target Pot 2","OOT_TEMPLE_WATER"
"Water Temple Lobby Spike 1","OOT_TEMPLE_WATER"
"Water Temple Lobby Spike 2","OOT_TEMPLE_WATER"
"Water Temple Lobby Tektite 1","OOT_TEMPLE_WATER"
"Water Temple Lobby Tektite 2","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Shell Blade 1","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Shell Blade 2","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Spike 1","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Spike 2","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Spike 3","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Spike 4","OOT_TEMPLE_WATER"
"Water Temple Central Pillar Spike 5","OOT_TEMPLE_WATER"
"Water Temple South Basement Shell Blade","OOT_TEMPLE_WATER"
"Water Temple South Basement Tektite 1","OOT_TEMPLE_WATER"
"Water Temple South Basement Tektite 2","OOT_TEMPLE_WATER"
"Water Temple Before Compass Chest Stingray 1","OOT_TEMPLE_WATER"
"Water Temple Before Compass Chest Stingray 2","OOT_TEMPLE_WATER"
"Water Temple Before Compass Chest Stingray 3","OOT_TEMPLE_WATER"
"Water Temple Before Compass Chest Stingray 4","OOT_TEMPLE_WATER"
"Water Temple Falling Platform Room Keese 1","OOT_TEMPLE_WATER"
"Water Temple Falling Platform Room Keese 2","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Tektite 1","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Tektite 2","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Tektite 3","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Tektite 4","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Tektite 5","OOT_TEMPLE_WATER"
"Water Temple Statue Puzzle Like Like","OOT_TEMPLE_WATER"
"Water Temple Dark Link","OOT_TEMPLE_WATER"
"Water Temple Dragon Statue Shell Blade 1","OOT_TEMPLE_WATER"
"Water Temple Dragon Statue Shell Blade 2","OOT_TEMPLE_WATER"
"Water Temple Water Spout Tektite","OOT_TEMPLE_WATER"
"Water Temple Before Upper Water Switch Tektite","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 1","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 2","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 3","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 4","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 5","OOT_TEMPLE_WATER"
"Water Temple Whirlpool Room Tektite 6","OOT_TEMPLE_WATER"
